house_type,area_sqft,num_bedrooms,age_years,distance_to_city_km,crime_rate_index,price_usd
Townhouse,1734.4,3.0,39.3,12.62,3.61,186600.0
Villa,1205.3,3.0,2.5,8.74,6.94,214600.0
Apartment,933.9,3.0,36.1,1.55,1.89,96300.0
Apartment,1587.4,1.0,32.6,,6.05,137800.0
Apartment,1903.8,4.0,12.6,4.39,,224000.0
Villa,1162.0,2.0,38.9,,2.9,195400.0
Apartment,900.4,2.0,11.5,20.43,2.55,83500.0
Bungalow,1463.3,3.0,35.6,14.95,1.61,188000.0
Villa,1465.0,2.0,35.2,0.88,7.04,218900.0
Apartment,1719.3,3.0,30.3,22.1,5.17,137700.0
Bungalow,1879.8,3.0,22.5,6.38,8.48,209600.0
Bungalow,1476.2,3.0,4.8,13.62,1.89,190100.0
Apartment,2242.2,3.0,21.3,1.51,2.3,300500.0
Apartment,1589.7,2.0,14.3,11.11,3.76,168300.0
Apartment,1361.4,2.0,31.7,2.7,,177500.0
Bungalow,855.4,4.0,30.3,5.77,3.75,159000.0
Bungalow,1394.9,3.0,36.4,0.5,4.68,198000.0
Villa,1365.4,3.0,0.6,1.64,3.71,282300.0
Bungalow,1884.1,1.0,32.4,0.97,1.72,231100.0
Bungalow,1685.0,3.0,37.5,2.74,,179900.0
Villa,1028.3,3.0,31.6,1.05,5.94,231800.0
Townhouse,1568.9,3.0,5.2,11.77,8.09,183200.0
Apartment,1768.6,4.0,3.3,0.5,,226500.0
Apartment,2111.2,2.0,0.8,9.62,5.63,227000.0
Apartment,1855.0,2.0,25.1,1.52,1.81,243100.0
Apartment,1804.3,4.0,25.2,29.03,6.78,156600.0
Villa,1524.0,5.0,39.5,27.04,2.4,198100.0
Townhouse,1655.3,2.0,15.9,2.56,4.73,199000.0
Apartment,1999.8,3.0,13.3,9.53,6.66,209700.0
Apartment,966.9,2.0,25.0,0.5,8.04,112100.0
Villa,1360.2,1.0,33.0,26.85,7.17,153100.0
Townhouse,1191.0,2.0,37.5,7.4,7.04,130200.0
Apartment,1651.7,2.0,32.1,0.5,2.34,168900.0
Villa,1992.1,4.0,17.1,4.19,4.12,325800.0
Apartment,1261.2,3.0,25.4,0.8,1.39,188000.0
Apartment,543.9,2.0,34.3,,7.48,50000.0
Townhouse,1335.1,,19.6,11.08,9.57,63500.0
Townhouse,1865.4,4.0,8.7,6.35,3.38,257600.0
Apartment,1715.1,2.0,6.8,4.84,,189800.0
Townhouse,1671.3,3.0,0.0,1.27,5.28,256400.0
Bungalow,1388.0,2.0,28.7,2.81,8.71,164900.0
Townhouse,988.4,3.0,4.4,1.06,,137600.0
Villa,,2.0,9.8,16.48,1.42,247300.0
Villa,1166.3,1.0,11.9,1.45,9.77,217400.0
Villa,2373.6,2.0,22.4,9.05,8.46,329800.0
Bungalow,,2.0,15.9,4.2,2.18,219900.0
Apartment,1267.7,3.0,27.0,2.56,9.3,112900.0
Apartment,1255.4,3.0,2.2,10.2,5.06,132200.0
Apartment,1462.8,2.0,5.0,6.11,4.35,137800.0
Bungalow,1404.2,1.0,20.0,5.11,5.15,178200.0
Apartment,1946.7,3.0,13.5,8.99,,164700.0
Bungalow,1574.6,3.0,11.8,6.76,6.94,197200.0
Townhouse,1207.3,5.0,2.7,3.62,1.53,213700.0
Apartment,2256.2,3.0,35.8,8.19,,231600.0
Bungalow,1519.7,3.0,27.7,11.07,,176600.0
Villa,1807.5,3.0,4.9,0.5,7.71,320300.0
Townhouse,1256.7,5.0,2.6,6.27,,161100.0
Apartment,1645.2,4.0,39.0,0.59,2.69,214900.0
Bungalow,1624.4,2.0,27.2,2.06,,228000.0
Bungalow,744.1,2.0,16.7,8.22,,80200.0
Townhouse,2306.1,2.0,28.1,20.11,4.78,199700.0
Bungalow,2016.3,3.0,30.3,21.44,6.89,223900.0
Villa,1341.1,4.0,31.2,0.73,5.54,262700.0
Bungalow,1059.1,3.0,19.1,5.43,7.55,150900.0
Townhouse,1639.0,1.0,17.2,8.75,,186200.0
Villa,1534.7,,0.4,1.59,3.59,327200.0
Apartment,1642.3,4.0,,14.5,,190300.0
Townhouse,,2.0,,13.63,8.73,135200.0
Bungalow,1702.5,3.0,8.1,23.37,5.21,190200.0
Bungalow,2078.9,3.0,36.8,0.5,2.92,287200.0
Apartment,1727.2,4.0,36.6,2.44,9.41,169800.0
Bungalow,1080.1,4.0,39.6,17.56,8.17,110500.0
Apartment,2045.0,3.0,35.0,11.1,1.5,228700.0
Bungalow,2156.2,3.0,39.9,22.48,9.99,208100.0
Apartment,2760.8,4.0,9.8,0.59,7.25,343100.0
Bungalow,1050.6,3.0,33.7,9.09,,122000.0
Townhouse,1597.2,2.0,,8.42,3.13,180600.0
Apartment,667.2,4.0,9.2,0.5,7.23,68800.0
Townhouse,1721.3,2.0,,7.21,,210100.0
Villa,1280.7,,39.2,9.4,3.15,213700.0
Townhouse,2269.4,4.0,11.8,2.12,3.31,311700.0
Bungalow,,4.0,34.8,3.19,3.76,192000.0
Villa,824.3,3.0,0.2,10.23,6.38,179400.0
Bungalow,1311.5,2.0,0.8,6.32,2.55,149600.0
Townhouse,709.8,3.0,18.6,19.52,1.94,71000.0
Villa,1800.4,2.0,,4.19,7.11,286400.0
Apartment,674.0,2.0,27.6,3.1,8.01,50000.0
Bungalow,1511.4,4.0,22.6,41.91,5.51,87300.0
Bungalow,668.9,2.0,,24.21,,50000.0
Bungalow,1371.9,3.0,6.5,0.5,4.89,179300.0
Bungalow,2157.4,3.0,,14.73,4.5,288400.0
Villa,1644.3,5.0,7.4,1.17,9.64,336300.0
Bungalow,1154.6,3.0,,0.5,7.91,163600.0
Apartment,1487.5,1.0,16.6,3.2,2.87,149700.0
Villa,1507.2,1.0,3.7,3.14,4.46,242800.0
Apartment,1689.1,3.0,19.4,17.11,5.9,168200.0
Apartment,953.3,3.0,3.6,12.4,6.52,119500.0
Apartment,1737.0,3.0,5.2,39.96,5.21,88700.0
Apartment,418.2,3.0,9.6,12.43,8.29,50000.0
Bungalow,1248.0,1.0,34.4,,7.91,150600.0
Apartment,1304.7,3.0,37.0,12.0,5.55,79100.0
Villa,1753.3,3.0,33.1,50.0,8.69,113900.0
Apartment,1509.1,,13.4,12.38,7.76,121300.0
Apartment,937.8,2.0,10.9,14.34,,50000.0
Apartment,1106.0,2.0,22.0,27.87,9.61,50000.0
Apartment,1579.5,2.0,28.9,1.21,3.4,195000.0
Bungalow,,,,12.2,3.41,159600.0
Bungalow,1268.4,2.0,5.3,19.03,9.0,132100.0
Bungalow,1307.7,2.0,2.0,30.87,7.95,110500.0
Villa,1778.5,2.0,27.8,2.37,9.34,262800.0
Apartment,1292.9,5.0,33.3,7.01,1.57,167200.0
Townhouse,1464.8,4.0,33.9,11.41,6.65,203200.0
Villa,2368.0,2.0,27.1,2.84,2.3,377300.0
Villa,930.5,2.0,38.2,9.17,5.54,158000.0
Apartment,759.3,2.0,20.4,2.98,2.4,109600.0
Apartment,1813.4,3.0,36.6,4.06,2.15,219600.0
Apartment,1228.5,1.0,38.7,,1.11,101000.0
Apartment,1372.7,3.0,33.9,7.53,6.67,135100.0
Villa,1187.5,3.0,12.4,5.97,4.23,247200.0
Villa,1396.1,4.0,7.8,,1.95,235600.0
Bungalow,2139.4,2.0,21.9,3.55,3.91,263700.0
Bungalow,1820.9,4.0,18.1,1.73,2.52,301800.0
Bungalow,1844.9,4.0,,0.5,9.48,234200.0
Bungalow,933.5,2.0,4.0,2.18,3.88,168900.0
Townhouse,1039.5,3.0,10.3,8.72,4.01,150700.0
Apartment,400.0,2.0,,15.42,8.56,50000.0
Apartment,1176.2,2.0,3.8,1.85,6.83,115000.0
Apartment,1882.7,2.0,12.8,1.15,7.39,200800.0
Bungalow,1706.8,3.0,15.5,13.83,6.72,247000.0
Townhouse,1411.4,3.0,24.9,3.64,9.52,190400.0
Apartment,1491.1,5.0,,30.26,2.86,141100.0
Townhouse,1224.4,2.0,34.4,12.53,9.9,70400.0
Apartment,1581.9,5.0,17.9,3.96,8.48,202400.0
Townhouse,1806.4,2.0,,3.42,6.3,197800.0
Apartment,853.6,4.0,18.7,7.42,6.96,68100.0
Apartment,1619.9,2.0,11.0,0.82,6.84,180700.0
Villa,1873.0,2.0,5.7,1.25,1.53,348500.0
Apartment,1334.0,4.0,0.1,1.93,2.96,156400.0
Apartment,1780.3,2.0,21.3,14.9,9.65,156200.0
Apartment,,3.0,4.3,7.21,5.81,330600.0
Bungalow,1458.3,3.0,15.7,0.5,4.41,201800.0
Villa,1657.3,3.0,23.6,11.19,7.86,280900.0
Apartment,1204.8,3.0,11.0,5.51,5.72,120900.0
Bungalow,1572.5,4.0,7.0,7.15,1.12,248100.0
Bungalow,1684.1,1.0,,,7.63,177700.0
Apartment,,3.0,37.9,8.02,7.59,144800.0
Villa,1092.1,4.0,4.0,38.71,2.49,130600.0
Apartment,1582.5,1.0,6.2,0.76,9.61,165100.0
Apartment,2084.9,2.0,38.4,3.34,3.02,245900.0
Bungalow,1679.5,4.0,1.5,2.78,5.12,250700.0
Apartment,1884.8,3.0,39.1,2.86,2.03,197700.0
Villa,1405.2,3.0,0.2,4.76,6.43,261600.0
Bungalow,1800.0,,34.9,17.04,4.38,188400.0
Apartment,1611.7,3.0,12.3,,4.18,128000.0
Villa,1119.6,2.0,37.5,2.26,8.44,222400.0
Apartment,1627.4,3.0,12.7,,1.09,164800.0
Townhouse,,4.0,26.2,10.13,8.18,71800.0
Villa,1246.8,2.0,3.2,7.38,6.14,196700.0
Bungalow,1575.7,3.0,9.7,5.69,9.87,206900.0
Villa,1618.9,5.0,30.9,2.13,6.3,281100.0
Apartment,1024.3,3.0,21.1,6.7,1.5,101600.0
Bungalow,1921.6,4.0,37.1,5.13,1.46,289800.0
Townhouse,1728.8,3.0,17.2,15.87,8.95,169700.0
Bungalow,1218.1,4.0,34.8,14.42,8.57,138800.0
Bungalow,885.0,1.0,18.0,1.44,4.11,127100.0
Townhouse,1442.0,2.0,39.2,0.93,,145900.0
Apartment,1321.6,2.0,38.4,23.88,5.41,58500.0
Apartment,1545.3,,13.2,7.67,9.7,168200.0
Bungalow,1354.8,4.0,35.4,19.51,9.55,101200.0
Villa,,2.0,,0.6,9.85,92600.0
Bungalow,1344.7,3.0,,7.48,8.8,155900.0
Townhouse,1377.8,4.0,25.0,7.75,9.19,171400.0
Apartment,1753.5,3.0,2.9,19.71,2.96,178100.0
Apartment,1220.7,3.0,33.5,1.03,8.48,144900.0
Bungalow,2171.5,3.0,7.0,2.75,7.38,244000.0
Apartment,735.3,2.0,2.8,5.22,9.67,58800.0
Bungalow,2024.5,1.0,,,6.14,198200.0
Villa,1410.3,5.0,23.1,27.95,1.77,194700.0
Bungalow,1843.8,,34.2,49.23,6.38,98200.0
Apartment,1531.9,1.0,39.0,31.99,7.18,50000.0
Bungalow,1955.8,4.0,17.6,0.5,2.98,353900.0
Villa,1345.1,2.0,2.4,0.5,,207000.0
Villa,1060.6,3.0,30.0,,6.39,234300.0
Apartment,2068.2,2.0,22.6,,4.37,218700.0
Bungalow,1454.6,3.0,17.9,,4.37,127600.0
Townhouse,1588.6,2.0,12.4,22.32,2.2,128100.0
Apartment,1993.9,2.0,20.1,2.07,,210700.0
Apartment,1087.2,3.0,13.5,9.67,7.75,119500.0
Apartment,,4.0,30.3,24.93,1.01,199000.0
Bungalow,1264.0,3.0,21.8,6.23,7.89,184000.0
Bungalow,1447.1,5.0,35.1,1.09,7.66,197900.0
Villa,1528.9,1.0,21.7,6.12,1.09,267500.0
Apartment,899.9,3.0,9.5,4.71,4.33,114600.0
Apartment,1188.5,3.0,34.0,8.62,6.46,95800.0
Villa,2040.4,5.0,22.3,5.77,5.07,346900.0
Villa,1854.5,1.0,8.3,0.5,8.0,265700.0
Townhouse,1474.9,,24.9,50.0,,50000.0
Apartment,1597.2,4.0,14.3,7.84,2.38,186900.0
Bungalow,1382.3,2.0,33.8,6.42,9.79,120000.0
Villa,2042.6,4.0,18.1,30.93,3.18,280100.0
Villa,1419.9,,29.1,1.69,7.46,228500.0
Bungalow,1592.7,4.0,3.8,2.1,2.29,250000.0
Bungalow,1958.4,5.0,15.8,16.5,3.96,284100.0
Townhouse,1189.1,3.0,,3.02,4.98,133900.0
Apartment,2123.5,3.0,32.3,16.06,2.73,208500.0
Apartment,887.8,1.0,6.4,,,91800.0
Bungalow,2151.9,5.0,11.1,0.5,2.41,333900.0
Villa,1350.9,3.0,13.2,,6.03,236200.0
Apartment,1402.9,1.0,26.0,,6.97,75500.0
Apartment,744.0,3.0,30.3,14.18,1.56,60700.0
Apartment,1318.1,3.0,30.0,10.25,8.84,75500.0
Townhouse,1084.1,2.0,20.4,25.72,2.67,50000.0
Apartment,1256.9,2.0,32.4,15.28,3.03,70000.0
Apartment,1445.1,1.0,,,6.95,115000.0
Apartment,1883.1,3.0,5.0,16.1,5.22,178300.0
Apartment,1583.0,3.0,22.6,10.26,,151200.0
Apartment,1623.1,3.0,38.1,11.05,2.15,182300.0
Villa,1061.8,4.0,31.7,17.85,8.25,169500.0
Apartment,1147.7,4.0,23.1,8.53,6.55,86400.0
Bungalow,2219.5,3.0,25.9,6.27,,292400.0
Apartment,1205.9,1.0,37.2,10.12,4.37,89600.0
Villa,2162.5,3.0,17.1,3.54,8.29,325600.0
Townhouse,1402.8,,13.3,2.02,6.12,174900.0
Bungalow,,3.0,39.1,9.59,1.98,192700.0
Villa,1928.1,3.0,34.5,2.66,4.35,329000.0
Apartment,2008.8,3.0,12.9,0.83,3.18,222900.0
Apartment,1455.7,5.0,18.6,0.5,5.66,201400.0
Bungalow,1344.7,2.0,16.6,9.37,8.59,170800.0
Townhouse,1477.6,3.0,6.0,4.5,4.93,214400.0
Bungalow,1635.2,1.0,38.3,13.96,4.9,167600.0
Villa,1856.5,5.0,16.2,4.7,9.15,329700.0
Bungalow,1501.7,2.0,35.0,6.66,,201100.0
Villa,1747.6,1.0,7.6,,6.1,299200.0
Apartment,2155.3,2.0,21.9,10.51,3.36,220100.0
Villa,1652.5,3.0,1.0,4.4,6.47,264300.0
Townhouse,1624.7,2.0,30.6,33.18,,80000.0
Apartment,892.4,3.0,,27.51,4.57,91600.0
Bungalow,447.7,3.0,25.0,18.84,9.92,50000.0
Apartment,1655.4,1.0,2.1,25.29,8.94,81600.0
Villa,1462.1,2.0,8.4,5.96,7.75,204100.0
Apartment,1294.1,4.0,3.0,7.69,5.84,159900.0
Villa,1597.4,,11.6,13.55,5.16,225500.0
Bungalow,1475.8,4.0,25.1,11.91,2.66,196000.0
Apartment,,3.0,22.6,22.13,3.75,137400.0
Bungalow,1534.4,2.0,24.5,12.6,7.97,164600.0
Bungalow,1201.2,1.0,22.0,50.0,5.08,50000.0
Townhouse,1896.1,2.0,10.9,4.28,8.94,195800.0
Apartment,1413.1,4.0,9.8,17.9,2.33,148900.0
Apartment,1710.6,5.0,5.5,11.96,5.58,206100.0
Apartment,1309.0,3.0,34.0,11.76,6.82,116100.0
Townhouse,,,24.7,3.94,5.65,116300.0
Townhouse,1533.7,2.0,7.5,,9.0,143500.0
Villa,,2.0,7.1,23.06,9.91,202900.0
Bungalow,1691.9,3.0,34.9,2.47,,218700.0
Villa,1392.5,1.0,29.7,9.82,2.17,202900.0
Bungalow,765.5,,26.4,4.98,,168100.0
Apartment,1326.9,3.0,16.3,45.61,7.13,50000.0
Bungalow,1817.5,5.0,10.5,6.52,4.35,231500.0
Apartment,1381.0,4.0,39.2,,,162500.0
Bungalow,1401.4,4.0,31.9,4.81,4.65,209100.0
Bungalow,1894.6,3.0,12.1,10.61,6.65,213400.0
Bungalow,1215.2,3.0,33.9,0.79,7.93,148200.0
Apartment,882.9,3.0,30.4,9.25,5.93,59100.0
Apartment,1435.7,3.0,,26.77,5.86,80200.0
Apartment,1306.3,3.0,17.1,19.0,1.79,132900.0
Apartment,1113.5,5.0,7.4,,4.7,150400.0
Apartment,1429.8,4.0,4.4,50.0,5.91,50000.0
Townhouse,1696.6,4.0,28.9,12.0,5.16,174400.0
Villa,1496.3,4.0,10.7,1.77,9.11,243400.0
Apartment,1622.8,2.0,32.8,0.5,9.16,177600.0
Apartment,2225.4,1.0,39.8,1.88,8.4,202500.0
Villa,1362.8,3.0,3.1,18.21,4.38,218600.0
Bungalow,1611.3,3.0,18.9,0.5,7.46,187400.0
Villa,1296.3,4.0,32.1,2.65,4.56,238500.0
Townhouse,1161.5,3.0,,14.16,3.09,128900.0
Villa,1266.0,3.0,30.4,8.82,,270600.0
Townhouse,1308.5,,14.0,15.27,1.64,103100.0
Townhouse,1643.8,1.0,18.2,13.71,3.99,142000.0
Apartment,2439.6,3.0,23.8,0.52,5.15,301900.0
Townhouse,1213.6,4.0,39.0,22.3,9.6,68500.0
Apartment,1333.3,2.0,13.1,2.58,3.82,167400.0
Bungalow,1474.8,3.0,36.9,8.06,,145500.0
Apartment,1658.3,3.0,10.8,10.34,3.06,188400.0
Townhouse,1605.4,2.0,39.6,1.85,2.72,176000.0
Townhouse,2013.6,2.0,26.8,37.39,5.67,147800.0
Bungalow,529.4,5.0,18.5,6.7,,87500.0
Bungalow,545.2,3.0,24.5,0.59,1.4,103800.0
Apartment,1301.6,2.0,10.9,27.69,2.99,94600.0
Apartment,1938.9,2.0,,8.83,,179700.0
Villa,873.7,3.0,4.5,12.01,3.98,177000.0
Apartment,400.0,3.0,4.6,7.45,7.41,50000.0
Bungalow,,3.0,13.9,18.0,5.6,167300.0
Apartment,1597.5,1.0,30.5,0.5,2.44,177800.0
Townhouse,1063.9,4.0,24.3,3.12,9.05,110100.0
Bungalow,1105.8,3.0,4.1,6.34,,151200.0
Bungalow,1112.1,2.0,34.1,0.8,7.58,143500.0
Apartment,1544.2,3.0,24.1,12.24,8.02,127900.0
Townhouse,1249.5,3.0,38.4,5.0,9.67,138500.0
Townhouse,1697.6,4.0,26.8,3.18,5.49,223100.0
Villa,400.0,5.0,7.0,0.5,6.54,180600.0
Bungalow,1157.3,2.0,19.0,12.72,4.01,150000.0
Bungalow,1049.6,4.0,25.9,17.95,,117100.0
Apartment,1397.5,4.0,1.1,5.03,5.17,212200.0
Villa,,5.0,0.6,8.31,4.94,282400.0
Apartment,1819.1,2.0,5.2,2.58,8.7,182700.0
Apartment,756.3,3.0,10.1,9.73,1.45,111600.0
Apartment,1518.2,2.0,17.2,0.5,8.94,161600.0
Apartment,1723.3,4.0,19.5,6.71,8.67,184300.0
Apartment,2242.7,1.0,,10.33,5.56,223700.0
Apartment,1307.3,3.0,26.9,25.03,5.41,103900.0
Townhouse,1629.8,2.0,23.8,4.8,4.26,191300.0
Villa,778.5,2.0,11.8,14.49,9.95,150700.0
Townhouse,543.2,3.0,0.5,9.11,2.0,96300.0
Villa,1837.9,4.0,3.1,26.17,6.31,265700.0
Apartment,1497.8,3.0,15.7,5.08,7.14,142600.0
Villa,,4.0,6.2,3.84,9.41,320700.0
Villa,950.6,,,21.82,8.02,120400.0
Apartment,1708.0,3.0,25.1,0.5,6.79,212700.0
Bungalow,2247.5,3.0,21.9,1.47,2.05,323900.0
Apartment,1667.9,1.0,9.2,0.86,4.36,183900.0
Bungalow,1610.6,3.0,,18.52,2.25,189200.0
Bungalow,1503.4,3.0,24.6,0.5,8.93,210300.0
Apartment,871.6,3.0,34.4,19.78,7.75,50000.0
Apartment,2042.2,4.0,30.1,6.0,7.82,264600.0
Bungalow,1255.7,,22.1,0.5,6.87,134700.0
Villa,1701.8,1.0,14.5,5.14,5.56,283400.0
Apartment,874.8,2.0,14.6,2.07,2.35,101200.0
Townhouse,1028.2,3.0,35.2,9.79,3.97,125600.0
Apartment,2074.0,2.0,1.6,11.37,,232300.0
Bungalow,,1.0,39.5,6.69,7.52,135400.0
Townhouse,2081.3,3.0,26.6,0.5,2.44,281300.0
Apartment,1468.7,3.0,27.2,10.67,7.32,152500.0
Apartment,763.2,2.0,1.5,18.45,7.23,50000.0
Apartment,1856.8,4.0,24.2,12.74,5.13,222700.0
Apartment,1264.0,3.0,19.4,17.72,2.22,93300.0
Apartment,1779.5,2.0,4.2,2.24,3.83,209300.0
Bungalow,1510.1,4.0,11.1,21.97,3.88,191000.0
Apartment,882.8,3.0,35.6,3.89,7.3,102200.0
Villa,1565.7,3.0,22.0,0.5,2.02,301500.0
Townhouse,2378.5,3.0,16.5,18.54,8.46,224800.0
Bungalow,1697.2,,2.9,28.44,7.85,138400.0
Bungalow,1477.0,3.0,,10.66,,171900.0
Apartment,1930.1,3.0,28.1,2.63,7.47,249800.0
Bungalow,1584.3,5.0,24.6,2.9,7.02,234300.0
Villa,1583.8,4.0,20.4,6.28,7.73,239300.0
Villa,1063.3,3.0,17.4,22.81,2.7,140800.0
Apartment,1593.5,2.0,23.7,1.62,2.42,185700.0
Townhouse,1914.2,2.0,9.3,17.49,3.13,192900.0
Villa,1165.6,2.0,37.7,3.44,4.29,242900.0
Apartment,2069.8,3.0,23.6,16.53,8.14,168700.0
Apartment,1463.3,2.0,,25.29,7.64,83800.0
Villa,,3.0,18.0,5.58,9.33,178100.0
Bungalow,1899.1,2.0,,4.54,1.53,232200.0
Bungalow,1385.3,5.0,6.5,16.21,1.1,238600.0
Bungalow,1803.8,2.0,11.7,7.54,7.29,186100.0
Apartment,1383.3,5.0,27.2,11.53,3.51,180500.0
Villa,1476.1,5.0,12.6,9.75,4.01,288400.0
Villa,1697.4,3.0,31.7,1.66,5.92,283700.0
Apartment,1616.4,4.0,5.2,18.63,1.92,188200.0
Apartment,701.8,3.0,30.5,2.18,6.78,50000.0
Bungalow,1051.5,3.0,2.7,26.92,,126500.0
Apartment,1871.8,2.0,0.5,2.88,6.69,247500.0
Villa,,2.0,35.9,13.24,8.51,192900.0
Apartment,1290.5,3.0,23.3,3.35,2.54,206500.0
Apartment,956.6,3.0,14.1,3.82,9.38,85800.0
Apartment,1068.1,3.0,9.3,3.71,5.78,132300.0
Townhouse,,2.0,24.7,13.78,9.31,50700.0
Bungalow,1459.5,3.0,,8.14,2.87,184900.0
Townhouse,1260.6,1.0,39.7,21.45,6.44,50000.0
Villa,1113.4,1.0,39.3,3.67,4.63,147200.0
Apartment,1472.8,2.0,25.4,11.78,7.97,158000.0
Villa,,1.0,17.7,13.98,6.45,205300.0
Villa,2337.3,2.0,19.6,1.64,5.45,350200.0
Bungalow,895.2,4.0,27.3,5.12,9.22,99300.0
Apartment,1963.8,1.0,4.1,6.59,4.39,220200.0
Villa,1889.2,3.0,13.1,,2.98,304400.0
Apartment,1188.4,2.0,3.0,3.89,6.47,113700.0
Apartment,1581.3,4.0,2.9,11.6,6.62,183000.0
Bungalow,1316.9,3.0,7.8,2.43,4.95,170800.0
Villa,1574.3,2.0,19.4,12.36,5.38,227000.0
Apartment,2103.7,3.0,,27.34,9.64,179200.0
Apartment,1742.2,3.0,19.4,8.33,7.59,187600.0
Villa,1703.4,,13.4,9.45,2.0,289000.0
Bungalow,1327.9,2.0,3.3,0.71,2.91,198200.0
Townhouse,906.4,5.0,22.0,19.99,9.78,65900.0
Townhouse,1416.6,3.0,10.9,3.36,7.54,209200.0
Bungalow,1982.6,2.0,24.6,9.55,9.24,193800.0
Apartment,889.1,4.0,39.1,38.69,3.73,50000.0
Bungalow,1078.0,,4.5,9.05,7.68,136500.0
Villa,1550.5,4.0,8.5,12.9,7.43,273600.0
Apartment,1106.1,3.0,18.9,5.89,,148100.0
Bungalow,1183.0,4.0,38.7,0.62,,176300.0
Apartment,1330.6,2.0,30.9,15.98,6.65,95500.0
Townhouse,953.8,4.0,35.9,0.5,5.33,140300.0
Villa,1110.4,4.0,13.3,12.06,8.44,151200.0
Bungalow,1781.4,2.0,39.7,0.5,8.5,176600.0
Bungalow,977.1,2.0,4.1,19.83,8.66,59000.0
Townhouse,860.9,2.0,2.1,1.72,8.23,82900.0
Bungalow,1248.0,5.0,34.2,,5.39,160500.0
Bungalow,1792.8,2.0,37.1,9.09,4.43,216600.0
Apartment,1421.2,3.0,3.6,6.12,8.48,151500.0
Villa,1314.2,1.0,4.5,4.17,5.41,212000.0
Apartment,1517.7,3.0,1.3,6.31,3.22,159500.0
Bungalow,801.7,3.0,4.2,,5.57,124700.0
Villa,1697.9,5.0,8.4,5.76,2.28,275600.0
Bungalow,1653.4,3.0,38.8,4.45,7.22,198500.0
Apartment,1336.3,4.0,26.7,8.35,,157100.0
Apartment,1902.4,3.0,31.1,2.72,3.35,231000.0
Bungalow,1049.0,1.0,31.0,44.79,9.61,50000.0
Apartment,1951.2,2.0,21.4,6.95,7.99,195100.0
Apartment,1561.8,3.0,31.9,2.16,8.08,146800.0
Apartment,1365.4,5.0,23.8,6.48,6.61,154800.0
Townhouse,1492.1,4.0,12.6,20.13,8.55,152500.0
Bungalow,1457.1,2.0,22.4,0.5,7.83,221100.0
Apartment,1988.1,2.0,21.3,11.38,6.39,189200.0
Apartment,1069.3,2.0,32.9,7.94,9.65,53100.0
Apartment,,5.0,39.3,1.86,2.72,176100.0
Bungalow,1914.5,4.0,16.4,17.01,9.49,231300.0
Bungalow,1261.8,4.0,30.5,4.6,4.61,196300.0
Apartment,1860.2,3.0,4.0,3.48,5.76,277600.0
Apartment,2179.8,3.0,31.1,17.61,2.1,205500.0
Apartment,1339.3,,14.9,10.18,5.86,139300.0
Bungalow,1772.5,2.0,1.6,,6.5,198300.0
Bungalow,1038.5,3.0,14.5,9.94,9.98,142400.0
Apartment,1801.9,1.0,24.4,13.5,9.78,90400.0
Apartment,1579.8,2.0,4.8,18.11,9.7,114000.0
Apartment,1689.2,4.0,37.0,,4.14,245700.0
Townhouse,1241.8,4.0,3.1,14.96,9.92,180700.0
Apartment,835.6,3.0,37.2,9.51,5.1,81800.0
Bungalow,1701.3,3.0,28.3,0.72,8.67,210800.0
Bungalow,674.6,3.0,13.2,7.1,2.95,86100.0
Apartment,1373.1,4.0,15.6,0.86,5.55,226600.0
Apartment,,4.0,29.6,13.32,9.69,196200.0
Apartment,1576.8,4.0,24.1,7.91,9.52,148400.0
Bungalow,,4.0,26.9,30.7,,215300.0
Bungalow,1910.0,2.0,15.6,2.02,8.18,238800.0
Bungalow,1238.4,2.0,19.5,,2.59,161400.0
Villa,1510.9,3.0,39.6,2.38,7.49,231400.0
Apartment,1481.1,2.0,8.6,9.52,6.56,126300.0
Townhouse,867.1,4.0,16.7,12.82,1.82,76900.0
Bungalow,1123.8,2.0,11.7,12.81,2.02,153300.0
Apartment,1275.7,2.0,30.6,16.88,1.98,92400.0
Townhouse,685.5,3.0,30.6,19.21,7.52,50000.0
Bungalow,1519.0,5.0,11.7,0.8,2.28,288400.0
Villa,1400.4,2.0,3.3,4.2,5.21,247400.0
Bungalow,830.8,3.0,0.5,11.62,4.21,110500.0
Bungalow,1661.7,3.0,17.1,6.9,5.95,215200.0
Bungalow,1786.3,,,2.12,7.36,206600.0
Apartment,1590.8,3.0,39.5,8.05,7.16,178300.0
Apartment,1370.4,4.0,18.8,5.23,5.64,173000.0
Townhouse,1736.6,3.0,10.3,4.94,5.18,201800.0
Apartment,1772.1,,35.6,16.59,4.58,197700.0
Apartment,1623.0,2.0,19.6,5.24,8.76,178800.0
Villa,1170.2,1.0,24.0,0.5,3.98,179200.0
Villa,1610.6,5.0,3.8,0.6,3.33,361900.0
Bungalow,1978.2,3.0,,19.4,7.69,213100.0
Townhouse,1261.3,3.0,37.8,32.34,4.24,69100.0
Apartment,,4.0,23.6,11.66,8.62,269600.0
Apartment,1289.7,2.0,13.8,4.53,3.95,127100.0
Apartment,1513.0,4.0,25.0,27.9,7.32,125200.0
Townhouse,1231.0,2.0,36.4,10.87,1.41,113700.0
Bungalow,1589.3,2.0,11.0,18.6,4.47,132000.0
Apartment,803.1,2.0,20.2,14.52,4.09,50000.0
Bungalow,1281.6,4.0,38.3,4.77,8.35,178300.0
